betroffene_anlage,primaerenergieart,entry_type,name_technology,matched_id,id_source,method,confidence,needs_review,matched_name,fueltype,capacity_mw,lat,lon,coord_source,mastr_ids,opsd_ids,eic_ids,reasoning,coord_check,check_km
"Boxberg,Moorburg,Schkopau",Konventionell,multi_plant,,"323,697,270",index,multi_plant,high,no,Boxberg + Moorburg + Schkopau,"Hard Coal,Lignite",4970.0,52.1006,12.1545,index,"SEE907389779292,SEE908125004449,SEE947677200282,SEE960652233358,SEE968582186379,SEE972471937317,SEE985842749525,SEE999848168525","BNA0122,BNA0123,BNA0124,BNA0878,BNA0879,BNA1404,BNA1558,BNA1673"," nan, nan},11WD8BOXB1L----J,11WD8SCHK1L----O,{nan",multi-plant entry: 3/3 listed plants matched,,
"Jänschwalde,Börse,Schkopau",Konventionell,multi_plant,,"315,270",index,multi_plant,medium,yes,Janschwalde + Schkopau,Lignite,3900.0,51.6185,13.2021,index,"SEE923943268279,SEE938669585906,SEE947677200282,SEE960652233358,SEE964729462818,SEE985047526785,SEE989591633753,SEE991817093418","BNA0785,BNA0786,BNA0787,BNA0788,BNA0789,BNA0790,BNA0878,BNA0879"," nan, nan},11WD8JAEN1L----Z,11WD8SCHK1L----O,{nan",multi-plant entry: 2/3 listed plants matched,,
München Süd DT 60,Konventionell,individual,,,,llm,none,yes,,,,48.1,11.55,geocode,,,,No candidate representing a München Süd plant is present in this list.,,
EnDK KW-Pool,Sonstiges,individual,,,,llm,none,yes,,,,,,none,,,,"This is a generic pool designation, not a specific power plant.",,
Duisburg_HKW_3,Konventionell,individual,,2584,index,llm,high,no,Duisburg,Hard Coal,247.0,51.39066,6.74778,index,,"BNA0213,BNA0214","{nan, nan}",Matches the Duisburg hard coal CHP plant with variant 'HKW III/A' corresponding to HKW_3.,confirmed,6.6
"Lippendorf (LEAG),Lippendorf (EnBW),Moorburg",Konventionell,multi_plant,,"313,313,697",index,multi_plant,high,no,Lippendorf + Lippendorf + Moorburg,"Hard Coal,Lignite",5164.0,51.9471,11.5677,index,"SEE966331411864,SEE972471937317,SEE998199911088,SEE999848168525","BNA0115,BNA0116,BNA1558,BNA1673"," nan},11WD8LIPD1L----P,{nan",multi-plant entry: 3/3 listed plants matched,,
"Jänschwalde,Lippendorf (LEAG),Moorburg",Konventionell,multi_plant,,"315,313,697",index,multi_plant,high,no,Janschwalde + Lippendorf + Moorburg,"Hard Coal,Lignite",6382.0,52.1668,12.2599,index,"SEE923943268279,SEE938669585906,SEE964729462818,SEE966331411864,SEE972471937317,SEE985047526785,SEE989591633753,SEE991817093418,SEE998199911088,SEE999848168525","BNA0115,BNA0116,BNA0785,BNA0786,BNA0787,BNA0788,BNA0789,BNA0790,BNA1558,BNA1673"," nan, nan},11WD8JAEN1L----Z,11WD8LIPD1L----P,{nan",multi-plant entry: 3/3 listed plants matched,,
Jänschwalde (Standort),Konventionell,individual,,315,index,llm,high,no,Janschwalde,Lignite,3000.0,51.835981,14.453465,index,"SEE985047526785,SEE938669585906,SEE991817093418,SEE923943268279,SEE989591633753,SEE964729462818","BNA0790,BNA0789,BNA0785,BNA0787,BNA0786,BNA0788","11WD8JAEN1L----Z,{nan, nan, nan, nan, nan, nan}",Direct name and fuel match to Jänschwalde lignite plant.,confirmed,14.2
Reservekraftwerk Altbach/Deizisau Block 1,Konventionell,individual,,265,index,llm,high,no,Altbach Deizisau,Hard Coal,756.0,48.718902,9.3713815,index,"SEE944503176377,SEE965782597448","BNA0019,BNA0020","11WD4AL1KU1-S--E,{nan, nan}","Direct name match to Altbach/Deizisau hard coal plant, Block 1 reserve unit.",confirmed,2.8
Boxberg (Standort),Konventionell,individual,,323,index,llm,high,no,Boxberg,Lignite,2470.0,51.41333425,14.563203,index,"SEE985842749525,SEE908125004449,SEE968582186379,SEE907389779292","BNA1404,BNA0124,BNA0122,BNA0123","11WD8BOXB1L----J,{nan, nan, nan, nan}",Boxberg lignite plant matches the site name directly.,disagree,64.2
Vorarlberger Ilwerke,Sonstiges,foreign,,,,,,no,,,,47.33,10.0,geocode,,,,,,
KMW_KW3,Konventionell,individual,,18298,index,llm,medium,yes,Mainz Phase,Hard Coal,300.0,50.025872,8.24192,index,,,"{nan, nan, nan}","KMW likely refers to Kraftwerke Mainz-Wiesbaden, matching the Mainz Phase hard coal candidate located in Mainz. | coord-check: name geocodes 63 km away",disagree,63.1
Schwarze Pumpe (Standort),Konventionell,individual,,268,index,exact,high,no,Schwarze Pumpe,Lignite,1510.0,51.531359,14.348723,index,"SEE938337436349,SEE952672318108","BNA0915,BNA0914","11WD8SWPU1L----5,{nan, nan}",exact name match,disagree,48.4
NIEDERAUSSEM_K,Konventionell,individual,,312,index,llm,high,no,Niederaussem,Lignite,3109.0,50.990677,6.669720000000001,index,"SEE957229968300,SEE921905907730,SEE983252937631,SEE967605837250,SEE901786750397,SEE930228090937","BNA0705,BNA0709,BNA0710,BNA0707,BNA0706,BNA0713,BNA0708,BNA0712,BNA0711","11WD7NIED-B-KW-5,{nan, nan, nan, nan, nan, nan}",Niederaussem lignite plant matches block K designation.,confirmed,14.7
NEURATH_G,Konventionell,individual,,272,index,exact,high,no,Neurath,Lignite,4211.0,51.037649,6.612286,index,"SEE993592183001,SEE979012663285,SEE978971638464,SEE976414005279,SEE931736847297,SEE925599434282,SEE907150117643","BNA0697,BNA0696,BNA0699,BNA0700,BNA0698,BNA1401a,BNA1401b","11WD7NEUR-B-KW-B,{nan, nan, nan, nan, nan, nan, nan}",exact name match,confirmed,10.0
VOELKLINGEN_HKV,Konventionell,individual,,665,index,llm,medium,no,Fenne,Hard Coal,390.0,49.248932499999995,6.8809705,index,"SEE919393178787,SEE987838157994",,"11WD7VOLK5S--KWI,{nan, nan}",Fenne is the actual hard-coal plant located in Völklingen matching coordinates and fuel type.,confirmed,2.2
ReserveKW Staudinger 4,Konventionell,individual,,,,llm,none,yes,,,,50.0,8.33,geocode,,,,No Staudinger plant present among the given candidates.,,
Grosskraftwerk Mannheim,Konventionell,individual,,1083,index,exact,high,no,Grosskraftwerk Mannheim,Hard Coal,1983.0,49.446975,8.492516,index,"SEE988477355802,SEE988699847857,SEE909002940690,SEE975507584615","BNA0645,BNA0646b,BNA0646a,BNA0642,BNA0644,BNA0643","11WD4GKM-2CD7--7,{nan, nan, nan, nan}",exact name match,confirmed,3.8
Emsland Block D,Konventionell,individual,,1157,index,llm,high,no,Emsland,Natural Gas,1877.0,52.48027,7.305249999999999,index,"SEE921098709050,SEE911671792326,SEE994418588468,SEE979958390276,SEE925192446583,SEE951620659119,SEE929022761297,SEE933564106935,SEE985908351792","BNA0605,BNA0606,BNA0604,BNA0602,BNA0603","11WD7EMSL-G-KW-T,{nan, nan, nan, nan, nan, nan, nan, nan, nan}",Emsland natural gas plant directly matches block designation.,confirmed,4.5
Goldisthal (Standort),Sonstiges,individual,,10,index,llm,high,no,Psw Goldisthal Pss,Hydro,1052.0,50.51,11.01,index,"SEE974189836364,SEE943653719359,SEE901345486644,SEE945148512650",BNA0350,"11WD8GOLD1H----6,{nan, nan, nan, nan}",Goldisthal pumped storage plant matches the Sonstiges energy type and hydro storage capacity.,confirmed,21.7
ReserveKW Irsching 4,Konventionell,individual,,721,index,llm,high,no,Irsching,Natural Gas,1722.0,48.767533,11.580019,index,"SEE915883553447,SEE948129095272,SEE924780675428,SEE973737205324,SEE915432109163","BNA0995,BNA0994","11WD2IRSC000179N,{nan, nan, nan, nan, nan}",Irsching 4 is a gas turbine block of the large Irsching natural gas plant.,confirmed,7.5
KNAPSACK_20,Konventionell,individual,,722,index,llm,high,no,Knapsack,Natural Gas,1326.0,50.858679,6.845286,index,"SEE959576281422,SEE905192478234,SEE930982693153,SEE903983424590","BNA0548b,BNA0548a","11WD7KWKN1GBL203,11WD7KWKN----KW1,{nan, nan, nan, nan}",Knapsack gas plant directly matches name.,confirmed,9.0
ReserveKW Irsching 5,Konventionell,individual,,721,index,llm,high,no,Irsching,Natural Gas,1722.0,48.767533,11.580019,index,"SEE915883553447,SEE948129095272,SEE924780675428,SEE973737205324,SEE915432109163","BNA0995,BNA0994","11WD2IRSC000179N,{nan, nan, nan, nan, nan}",Irsching 5 is a gas turbine block of the large Irsching natural gas plant.,confirmed,7.5
Knapsack Block 10,Konventionell,individual,,722,index,llm,high,no,Knapsack,Natural Gas,1326.0,50.858679,6.845286,index,"SEE959576281422,SEE905192478234,SEE930982693153,SEE903983424590","BNA0548b,BNA0548a","11WD7KWKN1GBL203,11WD7KWKN----KW1,{nan, nan, nan, nan}",Knapsack Block 10 matches the Knapsack natural gas plant.,confirmed,9.0
HAMMUENTROP_10,Konventionell,individual,,723,index,llm,high,no,Trianel Gaskraftwerk Hamm,Natural Gas,890.0,51.673559,7.9289665,index,"SEE900628853036,SEE987970110314","BNA0411,BNA0410","11WD7STUM----KW9,{nan, nan}",Trianel Gaskraftwerk Hamm matches the Hamm location referenced in the entry.,disagree,45.4
NEURATH_F,Konventionell,individual,,272,index,exact,high,no,Neurath,Lignite,4211.0,51.037649,6.612286,index,"SEE993592183001,SEE979012663285,SEE978971638464,SEE976414005279,SEE931736847297,SEE925599434282,SEE907150117643","BNA0697,BNA0696,BNA0699,BNA0700,BNA0698,BNA1401a,BNA1401b","11WD7NEUR-B-KW-B,{nan, nan, nan, nan, nan, nan, nan}",exact name match,confirmed,26.5
GTKW-DA-GT11,Konventionell,individual,,,,llm,none,yes,,,,49.97,8.8,geocode,,,,No candidate clearly corresponds to 'DA' gas turbine plant abbreviation.,,
ReserveKW Irsching 3,Konventionell,individual,,3315,index,llm,medium,no,Irsching,Oil,415.0,48.767533,11.580019,index,SEE963541517812,BNA0993,,Irsching block 3 corresponds to the oil-fired 415 MW unit distinct from the large gas CCGT block.,confirmed,7.5
KNAPSACK_GT11,Konventionell,individual,,722,index,llm,high,no,Knapsack,Natural Gas,1326.0,50.858679,6.845286,index,"SEE959576281422,SEE905192478234,SEE930982693153,SEE903983424590","BNA0548b,BNA0548a","11WD7KWKN1GBL203,11WD7KWKN----KW1,{nan, nan, nan, nan}","Same Knapsack gas plant, another gas turbine unit designation.",confirmed,9.0
KNAPSACK_DT10,Konventionell,individual,,722,index,llm,high,no,Knapsack,Natural Gas,1326.0,50.858679,6.845286,index,"SEE959576281422,SEE905192478234,SEE930982693153,SEE903983424590","BNA0548b,BNA0548a","11WD7KWKN1GBL203,11WD7KWKN----KW1,{nan, nan, nan, nan}",Direct name match to Knapsack natural gas plant.,confirmed,9.0
BASF-GESAMTEINSPEISG,Konventionell,individual,,692,index,llm,medium,yes,Gud Mitte,Natural Gas,581.0,49.494936,8.434017,index,"SEE920494524915,SEE944122961347,SEE914414538991","BNA0614b,BNA0614a","11WD7LUDW2GA800M,11WD8MITT5G----0,{nan, nan, nan}",BASF's total feed-in aligns with the Kraftwerk Mitte GuD located at Ludwigshafen (BASF site) coordinates. | coord-check: name geocodes 35 km away,disagree,35.0
Pumpspeicherwerk Schluchseegruppe Häusern/Waldshut/Witznau RZ TNG,Sonstiges,individual,,110,index,llm,low,yes,Wehr Ms,Hydro,910.0,47.652259,7.925798,index,"SEE931018364146,SEE945727561772,SEE929967552172,SEE954610139165",BNA1019,"{nan, nan, nan, nan}","Wehr is part of the Schluchseewerk pumped-storage group near Waldshut, closest plausible match though no exact Häusern entry exists.",confirmed,15.6
KNAPSACK_GT12,Konventionell,individual,,722,index,llm,high,no,Knapsack,Natural Gas,1326.0,50.858679,6.845286,index,"SEE959576281422,SEE905192478234,SEE930982693153,SEE903983424590","BNA0548b,BNA0548a","11WD7KWKN1GBL203,11WD7KWKN----KW1,{nan, nan, nan, nan}",Knapsack gas turbine unit matches the Natural Gas Knapsack plant.,confirmed,9.0
Schkopau VE,Konventionell,individual,,270,index,llm,high,no,Schkopau,Lignite,900.0,51.401111,11.950833,index,"SEE960652233358,SEE947677200282","BNA0879,BNA0878","11WD8SCHK1L----O,{nan, nan}",Direct match to Schkopau lignite plant.,confirmed,14.8
HAMMUENTROP_20,Konventionell,individual,,723,index,llm,high,no,Trianel Gaskraftwerk Hamm,Natural Gas,890.0,51.673559,7.9289665,index,"SEE900628853036,SEE987970110314","BNA0411,BNA0410","11WD7STUM----KW9,{nan, nan}",Hamm-Uentrop location matches Trianel Gaskraftwerk Hamm.,disagree,45.4
NIEDERAUSSEM_H,Konventionell,individual,,312,index,llm,high,no,Niederaussem,Lignite,3109.0,50.990677,6.669720000000001,index,"SEE957229968300,SEE921905907730,SEE983252937631,SEE967605837250,SEE901786750397,SEE930228090937","BNA0705,BNA0709,BNA0710,BNA0707,BNA0706,BNA0713,BNA0708,BNA0712,BNA0711","11WD7NIED-B-KW-5,{nan, nan, nan, nan, nan, nan}","Direct name match to Niederaussem lignite plant, block H.",confirmed,8.1
BEXBACH_1,Konventionell,individual,,322,index,llm,high,no,Bexbach,Hard Coal,726.0,49.36139,7.237308,index,SEE954971534470,BNA0093,11WD7MITB1C----N,Direct name match to Bexbach hard coal plant.,confirmed,1.8
WEIHER_C,Konventionell,individual,,264,index,llm,high,no,Weiher,Hard Coal,655.6,49.333966,7.028434,index,SEE906326984744,BNA0820,11WD7WEIH2S--KWV,"Weiher hard coal plant, block C designation matches directly.",disagree,180.1
GTKW-DA-GT12,Konventionell,individual,,,,llm,none,yes,,,,49.97,8.8,geocode,,,,No candidate corresponds to a 'GTKW-DA' plant abbreviation.,,
GERSTEINW_GTF1,Konventionell,individual,,691,index,llm,high,no,Gersteinwerk,Natural Gas,1388.0,51.67324,7.710467,index,"SEE908672656115,SEE942237774470,SEE932787342328,SEE995899706617,SEE923304040681,SEE939426112649,SEE978654614532,SEE964242179781","BNA1045,BNA1039,BNA1043,BNA1041,BNA1044,BNA1040,BNA1046b,BNA1042","11WD7GERS-X-KW-C,{nan, nan, nan, nan, nan, nan, nan, nan}",Gersteinwerk gas turbine block matches the natural gas unit.,confirmed,24.9
GERSTEINW_DTF2,Konventionell,individual,,1283,index,llm,medium,no,Gersteinwerk,Hard Coal,665.5,51.673532,7.720513,index,,BNA1046a,,DTF likely denotes the steam turbine (Dampfturbine) hard coal block of Gersteinwerk.,confirmed,24.2
Ahrensfelde A (KapRes),Konventionell,individual,,3316,index,llm,high,no,Gtkw Ahrensfelde,Natural Gas,148.416,52.580922,13.570582,index,"SEE923527691592,SEE988046628214,SEE929797382345,SEE930596800480","BNA0006,BNA0007,BNA0008,BNA0005","{nan, nan, nan, nan}","Gtkw Ahrensfelde is the only Ahrensfelde plant in the list, matching name and gas turbine type for capacity reserve.",confirmed,14.1
Ahrensfelde B (KapRes),Konventionell,individual,,3316,index,llm,high,no,Gtkw Ahrensfelde,Natural Gas,148.416,52.580922,13.570582,index,"SEE923527691592,SEE988046628214,SEE929797382345,SEE930596800480","BNA0006,BNA0007,BNA0008,BNA0005","{nan, nan, nan, nan}",Gtkw Ahrensfelde is the only Ahrensfelde plant available.,confirmed,14.1
Moorburg (Standort),Konventionell,individual,,697,index,exact,high,no,Moorburg,Hard Coal,1600.0,53.487504,9.949603,index,"SEE999848168525,SEE972471937317","BNA1558,BNA1673","{nan, nan}",exact name match,confirmed,11.8
WALSUM_10,Konventionell,individual,,320,index,exact,high,no,Walsum,Hard Coal,1095.0,51.5274965,6.7131585000000005,index,"SEE918143230942,SEE978389589440","BNA0216a,BNA0215,BNA0216b","11WD7WALS1S--KW0,{nan, nan}",exact name match,confirmed,12.7
WALSUM_9,Konventionell,individual,,320,index,exact,high,no,Walsum,Hard Coal,1095.0,51.5274965,6.7131585000000005,index,"SEE918143230942,SEE978389589440","BNA0216a,BNA0215,BNA0216b","11WD7WALS1S--KW0,{nan, nan}",exact name match,confirmed,12.7
WEISWEILER_H,Konventionell,individual,,258,index,exact,high,no,Weissweiler,Lignite,1961.0,50.837339,6.319244,index,"SEE933685962403,SEE955314088254,SEE904421343152,SEE987007884447","BNA1026,BNA1028,BNA1021,BNA1027,BNA1022,BNA1025","11WD7WEIS-B-KW-C,{nan, nan, nan, nan}",exact name match,confirmed,3.1
Rostock Kohlekraftwerk,Konventionell,individual,,319,index,llm,high,no,Kng Rostock,Hard Coal,514.0,54.14065,12.13102,index,SEE943427876363,BNA0849,11WD8ROST1C---P5,KNG Kraftwerk Rostock is the hard-coal plant in Rostock.,confirmed,3.3
SCHOLVEN_B,Konventionell,individual,,269,index,exact,high,no,Scholven,Hard Coal,760.0,51.599970000000006,7.00565,index,"SEE933236950972,SEE989054024678,SEE952352206145","BNA0331,BNA0333,BNA0334,BNA0335,BNA0332,BNA0336","11WD7SCHO-S--KWW,{nan, nan, nan}",exact name match,confirmed,18.0
NEURATH_D,Konventionell,individual,,272,index,exact,high,no,Neurath,Lignite,4211.0,51.037649,6.612286,index,"SEE993592183001,SEE979012663285,SEE978971638464,SEE976414005279,SEE931736847297,SEE925599434282,SEE907150117643","BNA0697,BNA0696,BNA0699,BNA0700,BNA0698,BNA1401a,BNA1401b","11WD7NEUR-B-KW-B,{nan, nan, nan, nan, nan, nan, nan}",exact name match,confirmed,26.5
Thyrow A (KapRes),Konventionell,individual,,3248,index,llm,high,no,Gasturbinenkraftwerk Thyrow,Natural Gas,186.756,52.230249,13.302107,index,"SEE957496380690,SEE983877705974,SEE992841152355,SEE980421575656,SEE989393516094","BNA0736,BNA0734,BNA0741,BNA0737,BNA0738,BNA0735,BNA0740,BNA0739","{nan, nan, nan, nan, nan}",Thyrow gas turbine plant matches name and capacity reserve context.,confirmed,26.2
Thyrow B (KapRes),Konventionell,individual,,3248,index,llm,high,no,Gasturbinenkraftwerk Thyrow,Natural Gas,186.756,52.230249,13.302107,index,"SEE957496380690,SEE983877705974,SEE992841152355,SEE980421575656,SEE989393516094","BNA0736,BNA0734,BNA0741,BNA0737,BNA0738,BNA0735,BNA0740,BNA0739","{nan, nan, nan, nan, nan}",Thyrow gas turbine plant matches name and capacity reserve context.,confirmed,26.2
Thyrow E (KapRes),Konventionell,individual,,3248,index,llm,high,no,Gasturbinenkraftwerk Thyrow,Natural Gas,186.756,52.230249,13.302107,index,"SEE957496380690,SEE983877705974,SEE992841152355,SEE980421575656,SEE989393516094","BNA0736,BNA0734,BNA0741,BNA0737,BNA0738,BNA0735,BNA0740,BNA0739","{nan, nan, nan, nan, nan}","Thyrow matches the Gasturbinenkraftwerk Thyrow, id=3248, a capacity reserve gas turbine plant.",confirmed,26.2
Thyrow C (KapRes),Konventionell,individual,,3248,index,llm,high,no,Gasturbinenkraftwerk Thyrow,Natural Gas,186.756,52.230249,13.302107,index,"SEE957496380690,SEE983877705974,SEE992841152355,SEE980421575656,SEE989393516094","BNA0736,BNA0734,BNA0741,BNA0737,BNA0738,BNA0735,BNA0740,BNA0739","{nan, nan, nan, nan, nan}",Direct match to Gasturbinenkraftwerk Thyrow capacity reserve unit.,confirmed,26.2
Thyrow D (KapRes),Konventionell,individual,,3248,index,llm,high,no,Gasturbinenkraftwerk Thyrow,Natural Gas,186.756,52.230249,13.302107,index,"SEE957496380690,SEE983877705974,SEE992841152355,SEE980421575656,SEE989393516094","BNA0736,BNA0734,BNA0741,BNA0737,BNA0738,BNA0735,BNA0740,BNA0739","{nan, nan, nan, nan, nan}",Thyrow gas turbine plant matches name and location directly.,confirmed,26.2
NEURATH_E,Konventionell,individual,,272,index,exact,high,no,Neurath,Lignite,4211.0,51.037649,6.612286,index,"SEE993592183001,SEE979012663285,SEE978971638464,SEE976414005279,SEE931736847297,SEE925599434282,SEE907150117643","BNA0697,BNA0696,BNA0699,BNA0700,BNA0698,BNA1401a,BNA1401b","11WD7NEUR-B-KW-B,{nan, nan, nan, nan, nan, nan, nan}",exact name match,confirmed,26.5
NIEDERAUSSEM_D,Konventionell,individual,,312,index,llm,high,no,Niederaussem,Lignite,3109.0,50.990677,6.669720000000001,index,"SEE957229968300,SEE921905907730,SEE983252937631,SEE967605837250,SEE901786750397,SEE930228090937","BNA0705,BNA0709,BNA0710,BNA0707,BNA0706,BNA0713,BNA0708,BNA0712,BNA0711","11WD7NIED-B-KW-5,{nan, nan, nan, nan, nan, nan}",Direct match to the Niederaussem lignite plant.,confirmed,8.1
Ahrensfelde C (KapRes),Konventionell,individual,,3316,index,llm,high,no,Gtkw Ahrensfelde,Natural Gas,148.416,52.580922,13.570582,index,"SEE923527691592,SEE988046628214,SEE929797382345,SEE930596800480","BNA0006,BNA0007,BNA0008,BNA0005","{nan, nan, nan, nan}",Gtkw Ahrensfelde is the only Ahrensfelde plant available.,confirmed,14.1
Ahrensfelde D (KapRes),Konventionell,individual,,3316,index,llm,high,no,Gtkw Ahrensfelde,Natural Gas,148.416,52.580922,13.570582,index,"SEE923527691592,SEE988046628214,SEE929797382345,SEE930596800480","BNA0006,BNA0007,BNA0008,BNA0005","{nan, nan, nan, nan}",Gtkw Ahrensfelde is the only Ahrensfelde plant available.,confirmed,14.1
Knapsack 1,Konventionell,individual,,722,index,llm,high,no,Knapsack,Natural Gas,1326.0,50.858679,6.845286,index,"SEE959576281422,SEE905192478234,SEE930982693153,SEE903983424590","BNA0548b,BNA0548a","11WD7KWKN1GBL203,11WD7KWKN----KW1,{nan, nan, nan, nan}",Direct name match to Knapsack natural gas plant.,confirmed,9.0
NIEHL-31-GUD,Konventionell,individual,,1148,index,llm,high,no,Gud Niehl Rheinenergie,Natural Gas,727.0,50.974163,6.988567666666666,index,"SEE984865733863,SEE931050475398,SEE984335626152","BNA0545,BNA1818","11WD7BOLA--KWNIK,{nan, nan, nan}",GuD Niehl matches name and fuel type directly.,confirmed,5.4
STUMMHAFEN_10,Konventionell,individual,,,,llm,none,yes,,,,,,none,,,,No candidate plausibly matches the name 'Stummhafen'.,,
NIEDERAUSSEM_C,Konventionell,individual,,312,index,llm,high,no,Niederaussem,Lignite,3109.0,50.990677,6.669720000000001,index,"SEE957229968300,SEE921905907730,SEE983252937631,SEE967605837250,SEE901786750397,SEE930228090937","BNA0705,BNA0709,BNA0710,BNA0707,BNA0706,BNA0713,BNA0708,BNA0712,BNA0711","11WD7NIED-B-KW-5,{nan, nan, nan, nan, nan, nan}","Niederaussem lignite plant, block C is part of this site.",confirmed,18.3
Silz 1 (TIWAG),Erneuerbar,individual,,OPSD-BNA0906,index,llm,high,no,KW Silz,Hydro,500.0,47.269606,10.967829,index,,BNA0906,11WD2SILT000157E,"Silz matches the TIWAG hydro plant KW Silz in Tyrol, id=OPSD-BNA0906.",no_geocode,
WEISWEILER_G,Konventionell,individual,,258,index,exact,high,no,Weissweiler,Lignite,1961.0,50.837339,6.319244,index,"SEE933685962403,SEE955314088254,SEE904421343152,SEE987007884447","BNA1026,BNA1028,BNA1021,BNA1027,BNA1022,BNA1025","11WD7WEIS-B-KW-C,{nan, nan, nan, nan}",exact name match,confirmed,19.8
GERSTEINW_GTG1,Konventionell,individual,,691,index,llm,high,no,Gersteinwerk,Natural Gas,1388.0,51.67324,7.710467,index,"SEE908672656115,SEE942237774470,SEE932787342328,SEE995899706617,SEE923304040681,SEE939426112649,SEE978654614532,SEE964242179781","BNA1045,BNA1039,BNA1043,BNA1041,BNA1044,BNA1040,BNA1046b,BNA1042","11WD7GERS-X-KW-C,{nan, nan, nan, nan, nan, nan, nan, nan}",GT designation matches the natural gas Gersteinwerk unit.,disagree,32.4
GERSTEINW_DTG2,Konventionell,individual,,1283,index,llm,high,no,Gersteinwerk,Hard Coal,665.5,51.673532,7.720513,index,,BNA1046a,,DT designation matches the hard coal Gersteinwerk unit.,disagree,31.7
SCHOLVEN_C,Konventionell,individual,,269,index,exact,high,no,Scholven,Hard Coal,760.0,51.599970000000006,7.00565,index,"SEE933236950972,SEE989054024678,SEE952352206145","BNA0331,BNA0333,BNA0334,BNA0335,BNA0332,BNA0336","11WD7SCHO-S--KWW,{nan, nan, nan}",exact name match,confirmed,17.2
D4_SWSW_ANT_RWE,Sonstiges,individual,,,,llm,none,yes,,,,,,none,,,,Abbreviated code does not correspond to any identifiable candidate plant.,,
Grosskraftwerk Mannheim Block 7,Konventionell,individual,,1083,index,llm,high,no,Grosskraftwerk Mannheim,Hard Coal,1983.0,49.446975,8.492516,index,"SEE988477355802,SEE988699847857,SEE909002940690,SEE975507584615","BNA0645,BNA0646b,BNA0646a,BNA0642,BNA0644,BNA0643","11WD4GKM-2CD7--7,{nan, nan, nan, nan}","Direct match to Grosskraftwerk Mannheim (GKM) hard coal plant, block 7.",confirmed,2.3
EMSLAND_DTB0,Konventionell,individual,,1157,index,llm,high,no,Emsland,Natural Gas,1877.0,52.48027,7.305249999999999,index,"SEE921098709050,SEE911671792326,SEE994418588468,SEE979958390276,SEE925192446583,SEE951620659119,SEE929022761297,SEE933564106935,SEE985908351792","BNA0605,BNA0606,BNA0604,BNA0602,BNA0603","11WD7EMSL-G-KW-T,{nan, nan, nan, nan, nan, nan, nan, nan, nan}",Emsland gas plant matches name directly.,confirmed,7.4
EMSLAND_DTC0,Konventionell,individual,,1157,index,llm,high,no,Emsland,Natural Gas,1877.0,52.48027,7.305249999999999,index,"SEE921098709050,SEE911671792326,SEE994418588468,SEE979958390276,SEE925192446583,SEE951620659119,SEE929022761297,SEE933564106935,SEE985908351792","BNA0605,BNA0606,BNA0604,BNA0602,BNA0603","11WD7EMSL-G-KW-T,{nan, nan, nan, nan, nan, nan, nan, nan, nan}",Direct name match to Emsland gas plant.,confirmed,7.4
Emsland Block C,Konventionell,individual,,1157,index,llm,high,no,Emsland,Natural Gas,1877.0,52.48027,7.305249999999999,index,"SEE921098709050,SEE911671792326,SEE994418588468,SEE979958390276,SEE925192446583,SEE951620659119,SEE929022761297,SEE933564106935,SEE985908351792","BNA0605,BNA0606,BNA0604,BNA0602,BNA0603","11WD7EMSL-G-KW-T,{nan, nan, nan, nan, nan, nan, nan, nan, nan}",Emsland natural gas plant directly matches block designation.,confirmed,7.4
ReserveKW Ingolstadt 3,Konventionell,individual,,8622,index,llm,high,no,Ingolstadt,Oil,720.0,48.761882,11.50246,index,"SEE950675787617,SEE983645175053","BNA0378,BNA0379","{nan, nan}",Ingolstadt oil plant matches reserve power plant block 3 designation.,confirmed,6.3
EMSLAND_GTB1,Konventionell,individual,,1157,index,llm,high,no,Emsland,Natural Gas,1877.0,52.48027,7.305249999999999,index,"SEE921098709050,SEE911671792326,SEE994418588468,SEE979958390276,SEE925192446583,SEE951620659119,SEE929022761297,SEE933564106935,SEE985908351792","BNA0605,BNA0606,BNA0604,BNA0602,BNA0603","11WD7EMSL-G-KW-T,{nan, nan, nan, nan, nan, nan, nan, nan, nan}",Emsland gas plant matches the gas turbine unit B1 naming and location.,confirmed,7.4
EMSLAND_GTB2,Konventionell,individual,,1157,index,llm,high,no,Emsland,Natural Gas,1877.0,52.48027,7.305249999999999,index,"SEE921098709050,SEE911671792326,SEE994418588468,SEE979958390276,SEE925192446583,SEE951620659119,SEE929022761297,SEE933564106935,SEE985908351792","BNA0605,BNA0606,BNA0604,BNA0602,BNA0603","11WD7EMSL-G-KW-T,{nan, nan, nan, nan, nan, nan, nan, nan, nan}",Emsland gas turbine block matches the Emsland natural gas plant.,confirmed,7.4
VOELKLINGEN_MKV,Konventionell,individual,,165502,index,llm,high,no,Voelklingen Fenne Model,Hard Coal,233.0,49.2491,6.879,index,,"BNA0998,BNA0999",,"MKV = Modellkraftwerk Völklingen, matching the 'Modellkraftwerk' candidate located at Völklingen coordinates.",confirmed,3.9
HERNE_4,Konventionell,individual,,317,index,exact,high,no,Herne,Hard Coal,435.0,51.549201,7.18396,index,SEE945908806647,"BNA0449,BNA0450,BNA0447",11WD7HERN2S--KWU,exact name match,confirmed,2.9
